stringsfile version 1
8840
str_no_string NO_STRING!
str_npc42_signup_2 Maybe_I_find_a_good_match_for_my_sisters._I_don't_think_that_any_of_the_noble_Dacians_want_to_marry_them._Only_some_poor_folk_showed_interest_so_far,_but_they_are_of_noble_blood!_I_need_to_ensure_they_marry_a_proper_warrior_and_not_some_shop-worker.
str_npc1_signup_response_1 Good._You_can_be_useful_to_us.
str_npc2_signup_response_1 That_will_do.
str_npc3_signup_response_1 Um,_that's_a_start._We_can_teach_you_the_rest.
str_npc4_signup_response_1 Very_well._I'll_be_glad_to_have_you_with_us!
str_npc5_signup_response_1 Of_course,_we_will_have_a_good_time.
str_npc6_signup_response_1 Happy_to_be_of_service!_Get_your_things_together,_and_we_shall_be_on_our_way.
str_npc7_signup_response_1 I_will_hire_you._Try_not_to_shoot_anyone_on_your_first_day.
str_npc8_signup_response_1 No_fear._You're_the_widow_and_the_daughter_of_a_ambahtaz,_and_you'll_be_treated_as_such.
str_npc9_signup_response_1 Well,_it_shouldn't_be._I'll_have_a_talk_with_them.
str_npc10_signup_response_1 Good_man._We'll_treat_you_with_the_respect_you_deserve.
str_npc11_signup_response_1 It_sounds_like_you'll_be_useful._You_are_hired.
str_npc12_signup_response_1 Then_welcome_to_our_company,_doctor
str_npc13_signup_response_1 Good._Make_yourself_ready,_and_we'll_be_on_our_way._
str_npc14_signup_response_1 Good._I'll_be_happy_to_hire_someone_like_you.
str_npc15_signup_response_1 That_works_for_me._I_will_be_pleased_to_hire_you.
str_npc16_signup_response_1 It_sounds_like_you_can_do_the_job._I_will_hire_you.
str_npc17_signup_response_1 Excellent,_that_works_fine_for_me.
str_npc18_signup_response_1 I_will_hire_you.
str_npc19_signup_response_1 I_will_hire_you.
str_npc20_signup_response_1 I_will_hire_you.
str_npc21_signup_response_1 I_will_hire_you.
str_npc22_signup_response_1 I_will_hire_you.
str_npc23_signup_response_1 I_will_hire_you.
str_npc24_signup_response_1 I_will_hire_you.
str_npc25_signup_response_1 I_will_hire_you.
str_npc26_signup_response_1 I_will_hire_you.
str_npc27_signup_response_1 Sounds_perfect._You_are_hired.
str_npc28_signup_response_1 I_will_hire_you.
str_npc29_signup_response_1 I_will_hire_you.
str_npc30_signup_response_1 I_will_hire_you.
str_npc31_signup_response_1 {!}.
str_npc32_signup_response_1 Get_ready,_we_will_be_marching_soon.
str_npc33_signup_response_1 Get_your_gear_ready,_we_will_be_marching_soon.
str_npc34_signup_response_1 Good._You_can_be_useful_to_us.
str_npc35_signup_response_1 {!}
str_npc36_signup_response_1 I_can_assure_you_of_that._I_am_Roman_too_and_a_civilized_person,_and_civilized_person_never_resorts_to_unnecessary_violence.
str_npc37_signup_response_1 Good._I_might_have_use_for_you.
str_npc38_signup_response_1 Good,_welcome_onboard..
str_npc39_signup_response_1 {!}
str_npc40_signup_response_1 Very_well._I_can_use_you.
str_npc41_signup_response_1 {!}
str_npc42_signup_response_1 I_can_offer_you_plenty_of_loot!
str_npc1_signup_response_2 I'd_prefer_not_to_take_the_risk._Good_day,_sir.
str_npc2_signup_response_2 I'm_afraid_I'm_only_looking_for_men_with_some_experience._Good_day_to_you.
str_npc3_signup_response_2 Actually,_we_were_looking_for_a_slightly_different_skill-set.
str_npc4_signup_response_2 Actually,_we_are_not_in_the_habit_of_hiring_Barbarians._Ave_atque_Vale.
str_npc5_signup_response_2 Actually,_on_second_thought,_I_prefer_to_keep_more_civilized_company.
str_npc6_signup_response_2 On_second_thought,_maybe_a_mercenary_company_is_not_what_you_need_right_now.
str_npc7_signup_response_2 Actually,_on_second_thought,_you_sound_like_you_might_be_trouble._Ave_atque_Vale._
str_npc8_signup_response_2 Ah._Actually,_if_you_don't_do_whatever_I_order_you_to_do,_you'd_best_seek_your_fortune_elsewhere.
str_npc9_signup_response_2 You_assume_wrong,_Dominus._In_my_company_we_respect_courage_and_skill,_rather_than_noble_birth.
str_npc10_signup_response_2 On_second_thought,_we_value_discipline_pretty_highly_in_our_company._Good_day_to_you.
str_npc11_signup_response_2 Sorry,_but_not._We've_already_got_as_many_in_our_company_as_we_can_handle.
str_npc12_signup_response_2 A_battle_is_not_the_same_thing_as_a_tavern_brawl._Perhaps_you_should_look_elsewhere_for_work.
str_npc13_signup_response_2 Actually,_on_second_thought,_a_fighter_overeager_for_glory_is_dangerous_to_have_in_one's_company.
str_npc14_signup_response_2 Actually,_I_have_no_wish_to_provoke_a_mutiny_in_my_ranks._Ave_atque_Vale.
str_npc15_signup_response_2 Actually,_I_need_a_different_kind_of_expertise._My_apologies.
str_npc16_signup_response_2 To_be_honest,_I'd_prefer_someone_who_was_a_little_less_tempted_to_larceny.
str_npc17_signup_response_2 That_sounds_too_risky_for_me._Sorry.
str_npc18_signup_response_2 Actually_I_don't_need_more_men.
str_npc19_signup_response_2 Actually_I_don't_need_more_men.
str_npc20_signup_response_2 Actually_I_don't_need_more_men.
str_npc21_signup_response_2 Actually_I_don't_need_more_men.
str_npc22_signup_response_2 Actually_I_don't_need_more_men.
str_npc23_signup_response_2 Actually_I_don't_need_more_men.
str_npc24_signup_response_2 Actually_I_don't_need_more_men.
str_npc25_signup_response_2 Actually_I_don't_need_more_men.
str_npc26_signup_response_2 Actually_I_don't_need_more_men.
str_npc27_signup_response_2 I_am_not_sure_if_you_can_fight_with_your_injury.
str_npc28_signup_response_2 Actually_I_don't_need_more_men.
str_npc29_signup_response_2 Actually_I_don't_need_more_men.
str_npc30_signup_response_2 Actually_I_don't_need_more_men.
str_npc31_signup_response_2 {!}.
str_npc32_signup_response_2 I've_changed_my_mind._I_want_you_to_finish_your_studies_first.
str_npc33_signup_response_2 I've_changed_my_mind._I_want_you_to_finish_your_studies_first.
str_npc34_signup_response_2 I'd_prefer_not_to_take_the_risk._Good_day.
str_npc35_signup_response_2 {!}
str_npc36_signup_response_2 Wars_come_with_their_own_code_of_conduct._Such_ideas,_while_noble,_are_completely_meaningless_to_the_realities_of_warfare.
str_npc37_signup_response_2 Sorry_your_skills_are_not_what_I'm_after_right_now..
str_npc38_signup_response_2 Sorry_but_you_still_sound_too_much_risky,_goodbye.
str_npc39_signup_response_2 {!}
str_npc40_signup_response_2 Hm,_that's_too_much_risk_for_me._Farewell.
str_npc41_signup_response_2 {!}
str_npc42_signup_response_2 You_should_better_take_care_of_your_family_instead_of_joining_my_warband.
str_npc1_payment I_will_be_very_useful_to_you,_master,_you_can_bet_on_that._Just_one_more_thing_before_we_leave,_would_you_mind_lending_me_{reg3}_denars?_I_am_ashamed_to_say_it,_but_I_have_made_myself_a_bit_of_debt_here,_staying_in_this_tavern_over_the_last_few_weeks_and_the_tavern_owners_no_longer_believe_that_I_am_loaded_with_gold_as_I_used_to_tell_them._You_know,_things_could_get_ugly_here_if_they_see_me_leaving_with_you_before_paying_them.
str_npc2_payment {!}.
str_npc3_payment {!}.
str_npc4_payment Excellent._Before_we_depart,_would_you_be_so_kind_to_lend_me_{reg3}_denars?_I_have_made_some_debts_here_in_{s20},_and_I_would_like_to_repay_them_before_we_leave.
str_npc5_payment Thank_you._Now,_to_seal_off_our_agreement,_I_ask_for_{reg3}_denars_from_you._It's_an_advice_my_father_gave_me._He_told_me_'Satibarzanes,_never_fight_for_a_barbarian_before_{he/she}_pays_you_your_worth_of_gold_first'.
str_npc6_payment {!}.
str_npc7_payment All_right_then._I_will_come_with_you._But_I_want_a_payment_of_{reg3}_denars_first._You_aren't_expecting_me_to_work_for_free,_do_you?
str_npc8_payment Then_I_will_fight_your_enemies_for_you._But_first_I_want_a_bounty_of_{reg3}_denars._If_you_are_a_worthy_captain_who_can_lead_{his/her}_company_to_riches_and_plunder,_you_should_have_no_trouble_paying._I_cannot_afford_to_follow_a_beggar.
str_npc9_payment That's_very_good_of_you._And_before_I_join,_can_you_lend_me_{reg3}_denars,_so_that_I_can_buy_some_proper_clothing_that_befits_a_eques_of_noble_birth_such_as_myself._My_clothes_has_been_worn_down_badly_due_to_my_recent_bad_fortune,_and_I_cannot_let_common_soldiers_mistake_me_as_one_of_their_own.
str_npc10_payment That's_good_news._But_I'll_ask_for_one_last_thing,_captain._I_have_a_woman_here_in_{s20},_a_tavern_wench,_and_she_says_she_has_my_child_in_her_belly._I_want_to_give_her_some_money_before_I_leave..._for_the_child,_you_know._Do_you_think_you_can_spare_{reg3}_denars?
str_npc11_payment Hey_thank_you_captain._But_before_joining_up_with_you,_I_would_ask_for_a_payment_of_{reg3}_denars._I_know_that_during_campaigns_soldiers_can_go_on_for_weeks_without_seeing_any_wages._I_am_wise_enough_not_to_sign_anywhere_without_having_myself_covered.
str_npc12_payment {!}.
str_npc13_payment Before_I_sign_up,_there_is_the_small_matter_of_some_expenses_I_have_incurred_while_staying_here_--_{reg3}_denars._Do_you_think_that_you_could_cover_those_for_me,_as_a_gesture_of_friendship?
str_npc14_payment Ah,_one_last_thing._I_would_ask_for_an_initial_bounty_of_{reg3}_denars_before_I_join_your_command._It's_my_principle_never_to_enter_someone's_service_without_receiving_the_payment_I_deserve.
str_npc15_payment Good._By_the_way,_as_a_skilled_engineer_I_would_expect_a_payment_for_my_services._A_signing_bonus_of_{reg3}_denars_would_be_fair,_I_think.
str_npc16_payment Now,_that's_good_news,_captain._So,_how_about_paying_me_a_little_something_to_seal_off_our_agreement?_A_mere_{reg3}_would_be_enough._Please_don't_take_this_the_wrong_way,_but_I've_had_some_bad_luck_with_employers_in_the_past._
str_npc17_payment {!}
str_npc18_payment But_before_I_join_I_need_a_payement_of_{reg3}_denars.
str_npc19_payment But_before_I_join_I_need_a_payement_of_{reg3}_denars.
str_npc20_payment But_before_I_join_I_need_a_payement_of_{reg3}_denars.
str_npc21_payment But_before_I_join_I_need_a_payement_of_{reg3}_denars.
str_npc22_payment But_before_I_join_I_need_a_payement_of_{reg3}_denars.
str_npc23_payment But_before_I_join_I_need_a_payement_of_{reg3}_denars.
str_npc24_payment But_before_I_join_I_need_a_payement_of_{reg3}_denars.
str_npc25_payment But_before_I_join_I_need_a_payement_of_{reg3}_denars.
str_npc26_payment But_before_I_join_I_need_a_payement_of_{reg3}_denars.
str_npc27_payment Very_good._But_before_I_join_I_need_a_payement_of_{reg3}_denars._I_have_made_a_lot_of_debts_with_..._eih_certain_peoples._I_must_repay_my_debts_first.
str_npc28_payment But_before_I_join_I_need_a_payement_of_{reg3}_denars.
str_npc29_payment But_before_I_join_I_need_a_payement_of_{reg3}_denars.
str_npc30_payment But_before_I_join_I_need_a_payement_of_{reg3}_denars._You_understand?
str_npc31_payment {!}
str_npc32_payment {!}
str_npc33_payment {!}
str_npc34_payment {!}
str_npc35_payment {!}
str_npc36_payment {!}.
str_npc37_payment I_will_be_very_valuable_to_you,_commander,_that_I_promise._Just_one_more_thing_before_we_leave,_would_you_mind_lending_me_{reg3}_denars?_I_need_to_buy_more_papyrus,_ink_and_some_more_materials_for_the_travels.
str_npc38_payment I_will_be_very_useful_to_you,_master,_you_can_bet_on_that._Just_one_more_thing_before_we_leave,_would_you_mind_lending_me_{reg3}_denars?_I_am_ashamed_to_say_it,_but_I_have_made_myself_a_bit_of_debt_here,_staying_in_this_tavern_over_the_last_few_weeks_and_the_tavern_owners_no_longer_believe_that_I_am_loaded_with_gold_as_I_used_to_tell_them._You_know,_things_could_get_ugly_here_if_they_see_me_leaving_with_you_before_paying_them.
str_npc39_payment {!}
str_npc40_payment Just_one_more_thing_before_we_leave,_would_you_mind_lending_me_{reg3}_denars?_I_am_ashamed,_but_I_have_made_myself_a_bit_of_debt_in_{s20}_as_I_was_workless_for_half_a_year...._But_I_still_had_to_pay_all_the_bills_and_buy_food._So_I_had_to_take_a_loan_...
str_npc41_payment {!}
str_npc42_payment Just_one_moment._I_am_ashamed_to_mention_it,_but_I_have_debts_in_{s20}…_Some_unpaid_bills._I_ask_you_for_{reg3}_denars._I_know_it's_much,_but_I_don't_want_to_leave_my_mother_and_sisters_with_debts.
str_npc1_payment_response Very_well,_here's_{reg3}_denars._Now,_fall_in_with_the_rest.
str_npc2_payment_response {!}.
str_npc3_payment_response {!}.
str_npc4_payment_response Certainly._Here's_{reg3}_denars.
str_npc5_payment_response Well..._here's_{reg3}_denars,_then._Your_first_payment.
str_npc6_payment_response {!}.
str_npc7_payment_response No,_of_course_not._Here's_{reg3}_denars.
str_npc8_payment_response Oh,_I_am_no_pauper!_Here's_{reg3}_denars_for_you.
str_npc9_payment_response Very_well,_here's_{reg3}_denars.
str_npc10_payment_response Of_course._Here,_{reg3}_denars.
str_npc11_payment_response Very_well,_here's_{reg3}_denars._Make_yourself_ready._We_leave_soon.
str_npc12_payment_response {!}.
str_npc13_payment_response Of_course,_here's_{reg3}_denars._Make_ready_to_leave_soon.
str_npc14_payment_response All_right,_here's_{reg3}_denars._You_are_most_welcome_in_our_company.
str_npc15_payment_response Yes,_here's_{reg3}_denars._Glad_to_have_you_with_us.
str_npc16_payment_response Well,_here's_{reg3}_denars_for_you._Make_yourself_ready.
str_npc17_payment_response {!}
str_npc18_payment_response All_right,_here's_{reg3}_denars_for_you._Make_yourself_ready.
str_npc19_payment_response All_right,_here's_{reg3}_denars_for_you._Make_yourself_ready.
str_npc20_payment_response All_right,_here's_{reg3}_denars_for_you._Make_yourself_ready.
str_npc21_payment_response All_right,_here's_{reg3}_denars_for_you._Make_yourself_ready.
str_npc22_payment_response All_right,_here's_{reg3}_denars_for_you._Make_yourself_ready.
str_npc23_payment_response All_right,_here's_{reg3}_denars_for_you._Make_yourself_ready.
str_npc24_payment_response All_right,_here's_{reg3}_denars_for_you._Make_yourself_ready.
str_npc25_payment_response All_right,_here's_{reg3}_denars_for_you._Make_yourself_ready.
str_npc26_payment_response All_right,_here's_{reg3}_denars_for_you._Make_yourself_ready.
str_npc27_payment_response Very_well,_{reg3}_denars_for_you.
str_npc28_payment_response All_right,_here's_{reg3}_denars_for_you._Make_yourself_ready.
str_npc29_payment_response All_right,_here's_{reg3}_denars_for_you._Make_yourself_ready.
str_npc30_payment_response All_right,_here's_{reg3}_denars_for_you._Make_yourself_ready.
str_npc31_payment_response {!}.
str_npc32_payment_response {!}.
str_npc33_payment_response {!}.
str_npc34_payment_response {!}
str_npc35_payment_response {!}
str_npc36_payment_response {!}.
str_npc37_payment_response Very_well,_here's_{reg3}_denars._Now,_go_buy_your_stuff,_we_leave_at_dawn.
str_npc38_payment_response Very_well,_here's_{reg3}_denars._Now,_fall_in_with_the_rest.
str_npc39_payment_response {!}
str_npc40_payment_response Here's_{reg3}_denars._Now,_fall_in_with_the_rest.
str_npc41_payment_response {!}
str_npc42_payment_response Well._{reg3}_denars_for_you._I_am_sure_you_are_worth_it.
str_npc1_morality_speech Oy_--_master._Please_don't_take_this_the_wrong_way,_but_it's_a_hard_life_and_it's_a_bit_much_that_we_{s21}._Take_a_little_more_care_in_the_future,_captain,_if_you_don't_mind_my_saying.
str_npc2_morality_speech I_hope_you_don't_mind_my_saying_so,_but_it's_a_bit_hard_for_me_to_see_us_{s21}._Maybe_I_ought_to_try_to_be_more_of_a_hardened_soldier,_but_if_we_could_try_to_exercise_a_little_mercy_from_time_to_time,_I'd_sleep_better.
str_npc3_morality_speech Perhaps_it_is_not_my_place_to_say_so,_{Dominus/Domina},_but_I_confess_that_I_am_somewhat_shocked_that_we_{s21}._Of_course_I_realize_that_war_is_cruel,_but_there_is_no_need_to_make_it_more_cruel_than_necessary.
str_npc4_morality_speech Warlord_--_you_should_know,_the_men_of_my_Clan_do_not_care_to_{s21}._I_will_not_be_pleased_if_you_continue_to_take_this_course.
str_npc5_morality_speech Pardon_me,_captain._It_is_not_good_to_{s21}._Your_first_duty_is_to_the_men_who_risk_their_lives_for_you._The_least_they_can_expect_is_food,_pay,_the_opportunity_to_loot,_and_that_you_not_waste_their_lives_needlessly.
str_npc6_morality_speech Excuse_me,_Commander._As_you_know,_I_joined_with_you_to_right_wrongs,_protect_the_innocent,_and_make_amends_for_my_sin._I_did_not_expect_to_{s21}.
str_npc7_morality_speech Captain_--_I_do_not_like_to_see_us_{s21}._Such_are_the_actions_of_a_common_bandit_chief,_with_no_regard_for_his_followers.
str_npc8_morality_speech I_was_not_pleased_that_you_decided_to_{s21}._To_fall_in_battle_is_an_honour,_but_to_fight_in_a_warband_led_by_a_coward_is_a_disgrace.
str_npc9_morality_speech {Dominus/Domina}_--_it_is_not_my_way_to_{s21}._Men_of_my_house_will_accept_death_but_not_dishonour._Please_do_not_make_me_ashamed_to_serve_under_your_command.
str_npc10_morality_speech Begging_your_pardon,_captain._I_can't_say_that_I'm_happy_to_see_us_{s21}._Those_are_just_simple_people,_trying_to_make_a_living._If_we_could_try_to_go_easy_on_the_poor_wretches,_captain,_I'd_feel_much_better.
str_npc11_morality_speech Excuse_me,_captain._It's_not_good_that_we_{s21}._I've_followed_armies_for_30_years,_and_the_least_the_soldiers_expect_of_a_leader_is_to_feed_them,_pay_them,_and_do_{his/her}_best_to_keep_their_sorry_skins_intact_as_best_{he/she}_can.
str_npc12_morality_speech Captain_--_I_do_not_like_to_see_us_{s21}._I_am_prepared_to_be_a_soldier,_but_not_a_brigand._Pray_let_us_try_to_show_a_little_more_compassion.
str_npc13_morality_speech Captain,_if_we_can_avoid_it,_I'd_prefer_not_to_{s21}._the_world_is_small,_and_one's_reputation_is_precious._I_would_not_care_for_one_of_my_rivals_to_include_this_latest_unfortunate_incident_in_a_satirical_verse.
str_npc14_morality_speech I_do_not_care_to_{s21}._No_one_with_a_reputation_for_cowardice_will_be_properly_feared_by_his_men.
