5444
qstr_Recieved_damage_from Recieved_damage_from_fire!
qstr_{s15}_will_not_join_ {s15}_will_not_join_the_war_between_its_ally,_{s17},_against_{s16}.
qstr_{s15}_complies_with_ {s15}_complies_with_its_defensive_pact_with_{s17}_by_attacking_{s16}.
qstr_{s16}_rebells_agains {s16}_rebells_against_its_overlords_from_{s17}
qstr_{s15}_complies_with_i {s15}_complies_with_its_alliance_with_{s17}_by_attacking_{s16}.
qstr_{!}Debug___{s5}_cara {!}Debug_-_{s5}_caravan_attacked
qstr_{s0}_is_laying_siege {s0}_is_laying_siege_to_{s1}.
qstr_{s0}_is_patrolling_a {s0}_is_patrolling_around_{s1}.
qstr_{s0}_is_raiding_arou {s0}_is_raiding_around_{s1}.
qstr_{s0}_is_engaging_{s1 {s0}_is_engaging_{s1}.
qstr_{s0}_is_accompanying {s0}_is_accompanying_{s1}.
qstr_{s0}_is_screening_th {s0}_is_screening_the_advance_of_{s1}.
qstr_{s0}_is_trading_with {s0}_is_trading_with_{s1}.
qstr_{s0}_is_retreating_t {s0}_is_retreating_to_{s1}.
qstr_{s0}_is_visiting_{s1 {s0}_is_visiting_{s1}.
qstr_{s1}_and_{s2}_have_m {s1}_and_{s2}_have_made_peace_with_each_other.
qstr_{s2}_wants_to_sign_p {s2}_wants_to_sign_peace_with_{s3}_but_cannot_as_Rome_is_in_civil_war.
qstr_{s2}_wants_to_declar {s2}_wants_to_declare_war_on_{s3}_but_cannot_as_Rome_is_in_civil_war.
qstr_{s2}_wants_to_declare {s2}_wants_to_declare_war_on_{s3}_but_is_blocked_as_Rome_is_in_civil_war.
qstr_Parthia_and_Judea_ca Parthia_and_Judea_can't_delcare_war,_while_the_quest_is_active.
qstr_{s8}_wanted_to_attac {s8}_wanted_to_attack_{s9},_but_their_overlord_{s10}_refused.
qstr_{s2}_{reg3?was:is_cu {s2}_{reg3?was:is_currently}_at_{s3}.
qstr_{s2}_{reg3?was:is}_t {s2}_{reg3?was:is}_travelling_to_{s3}_and_{reg4?she:he}_{reg3?was:should_be}_close_to_{s4}{reg3?:_at_the_moment}.
qstr_{s2}_{reg3?was:is}_tr {s2}_{reg3?was:is}_travelling_to_{s3}_and_{reg4?she:he}_{reg3?was:should_be}_between_{s4}_and_{s1}{reg3?:_at_the_moment}.
qstr_{s2}_{reg3?was:is}_i {s2}_{reg3?was:is}_in_the_field_and_{reg4?she:he}_{reg3?was:should_be}_close_to_{s3}{reg3?:_at_the_moment}.
qstr_{s2}_{reg3?was:is}_in {s2}_{reg3?was:is}_in_the_field_and_{reg4?she:he}_{reg3?was:should_be}_between_{s3}_and_{s1}{reg3?:_at_the_moment}.
qstr_{s2}_{reg3?was:is}_b {s2}_{reg3?was:is}_being_held_captive_at_{s3}.
qstr_{s2}_{reg3?was:has_b {s2}_{reg3?was:has_been}_taken_captive_by_{reg4?her:his}_enemies.
qstr_{reg3?{s2}_s_locatio {reg3?{s2}'s_location_was_unknown:I_don't_know_where_{s2}_is}.
qstr_{s6}_has_joined_your {s6}_has_joined_your_party.
qstr_elevation:_{reg10} elevation:_{reg10}
qstr_Battle_takes_place_i Battle_takes_place_in_mountainious_terrain.
qstr_Battle_takes_place_n Battle_takes_place_near_a_river.
qstr_{s10}_Starts_to_root {s10}_Starts_to_root
qstr_You_now_owe_{reg2}_d You_now_owe_{reg2}_denars_to_{s1}.
qstr_{!}script_simulate_b {!}script_simulate_battle_with_parties:_requires_non-zero_denominator
qstr_{s0}_will_{reg0?not_: {s0}_will_{reg0?not_:}_be_under_your_command
qstr_{!}DEBUG___Main_part {!}DEBUG_-_Main_party_raw_strength_{reg1},_terrain_code_{reg2},_modified_strength_{reg0}
qstr_{!}_DEBUG___Enemy_pa {!}_DEBUG_-_Enemy_party_raw_strength_{reg1},_terrain_code_{reg2},_modified_strength_{reg0}
qstr_Renown_value_for_thi Renown_value_for_this_battle_is_{reg8}.
qstr_You_have_run_into_a_ You_have_run_into_a_trap!
qstr_You_are_attacked_by_ You_are_attacked_by_a_group_of_{s1}!
qstr_One_of_the_attackers One_of_the_attackers_shout:_'Someone_wants_that_you_blood_my_friend_HAHAHA!'
qstr_Holding Holding
qstr_Following Following
qstr_Charging Charging
qstr_Advancing Advancing
qstr_Falling_Back Falling_Back
qstr_Standing_Closer Standing_Closer
qstr_Spreading_Out Spreading_Out
qstr_Standing Standing
qstr_N/A N/A
qstr_Free Free
qstr_Any_Weapon Any_Weapon
qstr_Blunt_Weapons Blunt_Weapons
qstr_{!}{reg10} {!}{reg10}
qstr_{!}{reg11} {!}{reg11}
qstr_{!}{reg12} {!}{reg12}
qstr_Villagers_from_{s1} Villagers_from_{s1}
qstr_{!}DEBUG____Trade_fr {!}DEBUG_--_Trade_from_{s3}_to_{s4}:_rolled_random_impact_of_{reg4}
qstr_{!}DEBUG____Trade_of {!}DEBUG_--_Trade_of_{s5}_from_{s3}_to_{s4}_brings_price_from_{reg4}_to_{reg5}
qstr_{!}DEBUG____Trade_fro {!}DEBUG_--_Trade_from_{s3}_to_{s4}:_Total_change:_{reg4}.
qstr_{!}DEBUG___{s4}_factio {!}DEBUG_-_{s4}_faction_changed_by_marriage,_case_1
qstr_{!}_DEBUG___{s4}_cha {!}_DEBUG_-_{s4}_changed_by_player's_defection
qstr_{!}DEBUG___{s4}_faction {!}DEBUG_-_{s4}_faction_changed_by_marriage,_case_3
qstr_Your_soldiers_patroll Your_soldiers_patrolling_{s51}_{reg6?returned:disbanded}_because_you_left_the_faction!
qstr_You_have_been_dismis You_have_been_dismissed_from_service_and_won't_recieve_salery_anymore.
qstr_{s1}_Rebels {s1}_Rebels
qstr_{!}DEBUG___{s4}_faction_ {!}DEBUG_-_{s4}_faction_changed_by_marriage,_case_2
qstr_Error_hahaha! Error,_hahaha!
qstr_Given_by:_{s62} Given_by:_{s62}
qstr_Given_on:_{s60} Given_on:_{s60}
qstr_You_have_{reg0}_days You_have_{reg0}_days_to_finish_this_quest.
qstr_This_quest_has_been_ This_quest_has_been_concluded._Talk_to_{s59}_to_finish_it.
qstr_This_quest_has_been_s This_quest_has_been_successfully_completed._Talk_to_{s59}_to_claim_your_reward.
qstr_This_quest_has_faile This_quest_has_failed._Talk_to_{s59}_to_explain_the_situation.
qstr_At_the_time_quest_wa At_the_time_quest_was_given:^{s1}
qstr_{s60}_is_infested_by {s60}_is_infested_by_bandits,_you_won't_recieve_taxes_from_your_latifundium_there.
qstr_{!}DEBUG___{s1}_is_i {!}DEBUG_--{s1}_is_infested_by_bandits.
qstr_{s5}_has_a_strength_ {s5}_has_a_strength_of_{reg1}_men_in_total.
qstr_The_last_time_you_sa The_last_time_you_saw_{reg1?her:him},_{s1}
qstr_The_last_time_you_he The_last_time_you_heard_about_{reg1?her:him},_{s1}
qstr_You_heard_that_{reg1 You_heard_that_{reg1?he:she}_deceased.
qstr_Current_garrison_con Current_garrison_consists_of_{reg5}_men.^Has_food_stock_for_{reg6}_days.
qstr_Very_Poor Very_Poor
qstr_Poor Poor
qstr_Average Average
qstr_Rich Rich
qstr_Very_Rich Very_Rich
qstr_{!}DEBUG_:_Doing_spa {!}DEBUG_:_Doing_spawn_bandit_script
qstr_ZAMB_MAN ZAMB_MAN
qstr_The_people_are_getti The_people_are_getting_killed_by_a_man_with_an_axe_called_ZAMB._Police_hasn't_killed_ZAMB-MAN_yet.
qstr_culture_of_building: culture_of_building:_{s50},_build_by_{s51}.
qstr_Prosperity_of_{s2}_h Prosperity_of_{s2}_has_changed_from_{s3}_to_{s4}.
qstr_{!}DEBUG:_Total_pros {!}DEBUG:_Total_prosperity_actual_losses:_{reg11}
qstr_{!}DEBUG:_Total_prosp {!}DEBUG:_Total_prosperity_actual_gains:_{reg12}
qstr_{!}DEBUG:_Prosperity {!}DEBUG:_Prosperity_changes_from_random_bandits:_{reg4}
qstr_{!}DEBUG:_Prosperity_ {!}DEBUG:_Prosperity_changes_from_caravan_trades:_{reg5}
qstr_{!}DEBUG:_Prosperity_c {!}DEBUG:_Prosperity_changes_from_farmer_trades:_{reg9}
qstr_{!}DEBUG:_Prosperity_ch {!}DEBUG:_Prosperity_changes_from_looted_villages:_{reg7}
qstr_{!}DEBUG:_Prosperity_cha {!}DEBUG:_Prosperity_changes_from_sieges:_{reg8}
qstr_{!}DEBUG:_Theoretica {!}DEBUG:_Theoretical_prosperity_changes_from_convergence:_{reg10}
qstr_{s4}_looks_upset. {s4}_looks_upset.
qstr_{s10}_is_satisfied_t {s10}_is_satisfied_to_hear_that_{s11}_leaves.
qstr_your_party your_party
qstr_{reg0?One_of_your_pr {reg0?One_of_your_prisoners,_:}{s1}_of_{s3}_has_escaped_from_captivity!
qstr_Invalid_troop_in_scr Invalid_troop_in_script_draw_banner_to_region
qstr_You_brought_{reg3}_h You_brought_{reg3}_heads_of_cattle_to_{s1}.
qstr_{!}Village_now_has_{ {!}Village_now_has_{reg4}
qstr_I_heard_that_there_w I_heard_that_there_will_be_a_tournament_in_{s62}_soon.
qstr_I_heard_some_people_ I_heard_some_people_say_they_don't_believe_{s6}_is_really_dead.
qstr_I_heard_a_traveller_ I_heard_a_traveller_say_that_he_came_across_{s6}_while_journeying_outside_these_lands.
qstr_I_heard_that_one_can I_heard_that_one_can_buy_{s62}_very_cheap_at_{s63}.
qstr_I_heard_that_they_pa I_heard_that_they_pay_a_very_high_price_for_{s62}_at_{s63}.
qstr_I_have_heard_rumors_ I_have_heard_rumors_that_Caeselius_Bassus_claims_to_know_the_location_of_a_hidden_treasure._However,_he_requires_assistance_to_uncover_it.
qstr_It_is_said_that_two_ It_is_said_that_two_brothers_from_an_important_Roman_family_have_launched_an_expedition_to_exploit_the_treasuries_of_ancient_Egypt._But_I_am_not_sure_if_its_true.
qstr_People_from_all_over People_from_all_over_the_world_come_to_Greece_to_ask_the_Oracle_of_Delphi_about_their_future._Greece_is_still_the_navel_of_the_world!
qstr_I_heard_about_some_k I_heard_about_some_kind_of_'creature'_that_is_hidding_in_the_woods_of__eih,_I_think_it_was_Pengwern._Yes_Pengwern._The_people_say_that_this_forest_is_inhabited_by_a_witch.
qstr_You_should_know_that You_should_know_that_the_woods_near_Pengwern_are_infested_by_ghosts_and_elves_..._and_there_is_this_Demon_living_there._The_Demon_impersonate_a_little_beautiful_girl._Be_carefull_when_you_walk_through_the_woods.
qstr_You_should_investiga You_should_investigate_this_place.
qstr_I_heard_that_{s22}_i I_heard_that_{s22}_is_suffering_from_{s0}._{s1}_You_better_not_travel_there.
qstr_I_heard_that_{s22}_h I_heard_that_{s22}_has_been_hit_hard_by_{s0}._{s1}
qstr_{!}_DEBUG___random_{ {!}_DEBUG_-_random_{reg0}_(0_to_20),_used_reputation_{reg2}_instead_of_{reg1}
qstr_{!}_DEBUG___variable {!}_DEBUG_-_variable_responses_disabled,_kept_reputation_{reg2}
qstr_{!}_DEBUG___random_{r {!}_DEBUG_-_random_{reg0}_(0_to_20),_kept_reputation_{reg2}
qstr_{!}Log_entry_{reg3}: {!}Log_entry_{reg3}:_type_{reg4}
qstr_{!}Center:_{s4} {!}Center:_{s4}
qstr_{!}Troop:_{s4} {!}Troop:_{s4}
qstr_{!}Lord:_{s4} {!}Lord:_{s4}
qstr_{!}Ally_party_is_pre {!}Ally_party_is_present
qstr_{!}{s4}_is_present_a {!}{s4}_is_present_at_event
qstr_{!}Event_#{reg5}_typ {!}Event_#{reg5},_type_{reg6},_time_{reg8}:_player's_kingdom_relation_to_troop_object_=_{reg7}
qstr_{!}Event_#{reg5}_type {!}Event_#{reg5},_type_{reg6},_time_{reg8}:_player's_kingdom_relation_to_center_object_faction_=_{reg7}
qstr_{!}Event_#{reg5}_type_ {!}Event_#{reg5},_type_{reg6},_time_{reg8}:_player's_kingdom_relation_to_faction_object_=_{reg7}
qstr_{!}Event_#{reg5}_type_{ {!}Event_#{reg5},_type_{reg6},_time_{reg8}._No_relevant_kingdom_relation
qstr_{!}Event_#{reg5}_type_{r {!}Event_#{reg5},_type_{reg6},_time_{reg8}._Player_unaffiliated
qstr_{!}Elapsed_hours:_{r {!}Elapsed_hours:_{reg7}
qstr_{!}Reputation_type:_ {!}Reputation_type:_{s15}
qstr_{!}Entries_up_to_#{r {!}Entries_up_to_#{reg5}_skipped
qstr_two_days_ago two_days_ago
qstr_{s5}_recieves_a_gift {s5}_recieves_a_gift_from_{s6}
qstr_{s6}_recieves_a_gift {s6}_recieves_a_gift_from_{s5}
qstr_{!}DEBUG___{s4}_faction_c {!}DEBUG_-_{s4}_faction_changed_in_subornment
qstr_{!}{s4}_inflicts_{re {!}{s4}_inflicts_{reg4}_damage_on_{s5},_raising_total_inflicted_to_{reg3}
qstr_{!}War_damage_raises {!}War_damage_raises_{s4}'s_controversy_by_{reg4}_to_{reg5}
qstr_{!}War_damage_lowers {!}War_damage_lowers_{s4}'s_controversy_by_{reg4}_to_{reg5}
qstr_{!}G_talk_troop_{s20 {!}G_talk_troop_{s20}_evaluates_being_vassal_to_{s22}_of_{s21}
qstr_{!}DEBUG____Analyzin {!}DEBUG_--_Analyzing_lord_allegiances,_combined_bonuses_and_penalties_=_{reg0}
qstr_{s21}_is_angry_about {s21}_is_angry_about_{s20}_and_he_may_lose_his_honorary_title!
qstr_{!}DEBUG____Total_co {!}DEBUG_--_Total_courtship_quarrel_changes:_{reg4}
qstr_{!}DEBUG____Total_ra {!}DEBUG_--_Total_random_quarrel_changes:_{reg4}
qstr_{!}DEBUG____Total_ba {!}DEBUG_--_Total_battle_changes_for_allies:_{reg4}
qstr_{!}DEBUG____Total_bat {!}DEBUG_--_Total_battle_changes_for_enemies:_{reg4}
qstr_{!}DEBUG____Total_pr {!}DEBUG_--_Total_promotion_changes:_{reg4}
qstr_{!}DEBUG____Total_fe {!}DEBUG_--_Total_feast_changes:_{reg4}
qstr_{!}DEBUG____Total_po {!}DEBUG_--_Total_policy_dispute_changes:_{reg4}_from_{reg5}_decisions
qstr_{!}DEBUG____Total_fa {!}DEBUG_--_Total_faction_switch_changes:_{reg4}
qstr_{!}DEBUG____Total_no {!}DEBUG_--_Total_no_fief_changes:_{reg4}
qstr_{!}DEBUG____Total_ch {!}DEBUG_--_Total_changes_through_convergence:_{reg4}
qstr_{!}DEBUG____Total_va {!}DEBUG_--_Total_vassal_responses_to_campaign:_{reg4}
qstr_{!}DEBUG____Total_vas {!}DEBUG_--_Total_vassal_campaign_days:_{reg4}
qstr_{!}DEBUG____Vassal_r {!}DEBUG_--_Vassal_response_rate:_{reg4}
qstr_{s31}_switched_from_ {s31}_switched_from_{s33}_to_{s32}
qstr_Error_at_script_add_ Error_at_script_add_lady_items_{s1}
qstr_{!}DEBUG___{s4}_s_fe {!}DEBUG_-_{s4}'s_feast_has_rating_of_{reg4}
qstr_{!}_DEBUG___{s4}_fac {!}_DEBUG_-_{s4}_faction_change_in_marriage_case_5
qstr_{!}DEBUG___{s4}_faction_ch {!}DEBUG_-_{s4}_faction_changed_by_marriage,_case_6
qstr_The_marshal_is_levyi The_marshal_is_levying_{reg0}_troops_from_your_center_{s10}.
qstr_{!}DEBUG____{s4}_scr {!}DEBUG_--_{s4}_screening_for_marshall
qstr_{!}DEBUG____{s4}_cho {!}DEBUG_--_{s4}_chosen_as_screen
qstr_{!}DEBUGS_:_Ratio_of {!}DEBUGS_:_Ratio_of_assembled_vassals_:_{reg7},_relation_with_marshal_:_{reg8}
qstr__I_am_not_following_ _I_am_not_following_the_army,_because_I_am_the_Divine_Caesar._I_do_not_want_to_make_my_hands_dirty.
qstr__I_am_not_following_t _I_am_not_following_the_army,_because_I_am_a_governor._My_duty_for_the_Empire_is_to_govern_provinces_not_to_wage_war.
qstr_DEBUG_:_attack_of_{s DEBUG_:_attack_of_{s8}_is_{reg0}({reg11}),_prs:{reg7},_pow:{reg8},_dis:{reg9},_lst:{reg10}
qstr_{!}DEBUG_:_defend_of {!}DEBUG_:_defend_of_{s32}_is_{reg0},_prosperity:{reg1},_enemy_nearby:{reg2},_threat_importance:{reg3},_distance:_{reg4}
qstr_{!}DEBUG_:_defend_of_ {!}DEBUG_:_defend_of_{s32}_is_{reg0},_enemy_nearby:{reg2},_threat_importance:{reg3},_distance:_{reg4}
qstr_{s1}_has_score_{reg1 {s1}_has_score_{reg1}_for_{s2}
qstr_{s12}_of_{s1} {s12}_of_{s1}
qstr_{s12}_of_{s2} {s12}_of_{s2}
qstr_{!}Actor_centers_hel {!}Actor_centers_held_by_target:_{s1}
qstr_{s22}_closest_{s23} {s22},_closest_{s23}
qstr_Target_=_{s1}_target Target_=_{s1},_target_strength_{reg1},_Actor_=_{s2},_actor_strength_=_{reg2},_ratio_=_{reg3},_total_target_wealth_in_loot_range_=_{reg6}
qstr_{!}DEBUG___{s4}_stro {!}DEBUG_-_{s4}_strongest_kingdom_with_{reg3}_strength
qstr_{s15}:_Strongest_ene {s15}:_Strongest_enemy_{s17},_approx_strength_ratio:_{reg2}
qstr_{!}DEBUG____No_third {!}DEBUG_--_No_third_party_wars_for_{s15}
qstr_{!}DEBUG____{s15}_is {!}DEBUG_--_{s15}_is_strongest_kingdom
qstr_{!}DEBUG____{s15}_ha {!}DEBUG_--_{s15}_has_30_point_advantage_over_{s16}
qstr_{!}DEBUG____{s15}_has {!}DEBUG_--_{s15}_has_proximity_to_{s16}
qstr_Total:_{reg0} Total:_{reg0}
qstr_Belligerent_Drunk Belligerent_Drunk
qstr_Famous_Artist Famous_Artist
qstr_{!}DEBUG____hardship {!}DEBUG_--_hardship_index_for_{s4}_=_{reg0}
qstr_{!}DEBUG____{s8}_bac {!}DEBUG_--_{s8}_backs_{s9}:{s10}
qstr_{!}DEBUG____{s4}_pro {!}DEBUG_--_{s4}_produces_a_faction_strategy_for_{s33}
qstr_{!}Best_offensive_ta {!}Best_offensive_target_{s4}_has_value_level_of_{reg1}
qstr_{!}No_center_found_t {!}No_center_found_to_attack
qstr_{!}Best_threat_of_{s {!}Best_threat_of_{s4}_has_value_level_of_{reg1}
qstr_{!}No_center_found_to {!}No_center_found_to_defend
qstr_Best_threat_of_{s4}_ Best_threat_of_{s4}_has_value_level_of_{reg1}
qstr_No_center_found_to_d No_center_found_to_defend
qstr_You_gain_right_to_ru You_gain_right_to_rule.
qstr_You_lose_right_to_ru You_lose_right_to_rule.
qstr_{!}DEBUG___{s4}_faction_cha {!}DEBUG_-_{s4}_faction_changed_in_indictment
qstr_{s2}_which_you_order {s2},_which_you_ordered_from_{s3}_in_{s4}_has_been_finished.
qstr_The_mount_was_sent_t The_mount_was_sent_to_you.
qstr_The_item_was_sent_to The_item_was_sent_to_you.
qstr_{s2}_which_you_ordere {s2},_which_you_ordered_from_{s3}_in_{s4}_has_arrived.
qstr_equipped_{s10}{s20} equipped_{s10}{s20}
qstr_discarded_{s10}{s20} discarded_{s10}{s20}
qstr_{s10}{s20} {s10}{s20}
qstr_{reg0}_denars_added_ {reg0}_denars_added_to_treasury.
qstr_{reg0}_denars_remove {reg0}_denars_removed_from_treasury.
qstr_{!}DEBUG_:_removing_ {!}DEBUG_:_removing_player_troops:_{reg0}%
qstr_{!}DEBUG_:_sum:_{reg {!}DEBUG_:_sum:_{reg0}
qstr_The_{s1}_have_been_s The_{s1}_have_been_subjugated_by_{s2}.
qstr_Since_{s15}_has_been Since_{s15}_has_been_subjugated,_a_peace_will_be_signed_with_{s16}.
qstr_{s15}_complies_with_t {s15}_complies_with_the_new_alliance_by_attacking_{s16}.
qstr_{s1}_and_{s2}_have_e {s1}_and_{s2}_have_entered_into_an_alliance_with_each_other.
qstr_{s1}_and_{s2}_have_c {s1}_and_{s2}_have_concluded_a_defensive_pact_with_each_other.
qstr_{s1}_and_{s2}_have_co {s1}_and_{s2}_have_concluded_a_trade_agreement_with_each_other.
qstr_{s1}_and_{s2}_have_con {s1}_and_{s2}_have_concluded_a_non_aggression_pact_with_each_other.
qstr_{!}DEBUG_:_faction_n {!}DEBUG_:_faction_no_1_value:_{reg0}
qstr_{!}DEBUG_:_faction_no {!}DEBUG_:_faction_no_2_value:_{reg0}
qstr_{!}DEBUG_:_peace_war {!}DEBUG_:_peace_war_result:_{reg0}
qstr_{!}DEBUG_:_prisoner_ {!}DEBUG_:_prisoner_value:_{reg0}
qstr_{!}DEBUG_:_peace_war_ {!}DEBUG_:_peace_war_result_after_prisoners:_{reg0}
qstr_{!}DEBUG_:_truce_pay {!}DEBUG_:_truce_pay_amount0:_{reg0}
qstr_{!}DEBUG_:_truce_pay_ {!}DEBUG_:_truce_pay_amount1:_{reg1}
qstr_{!}DEBUG___Send_mess {!}DEBUG_-_Send_message_to_{s13}
qstr_{!}DEBUG___Bring_{s1 {!}DEBUG_-_Bring_{s12}_to_{s13}
qstr_{!}_ERROR:_Bad_gift_ {!}_ERROR:_Bad_gift_amount_{reg0}.__(Tell_the_mod_writer_he_needs_to_update_his_code.)__Using_a_safe_default.
qstr_{!}DEBUG___Send_{s14 {!}DEBUG_-_Send_{s14}_patrol_from_{s15}_to_{s13}
qstr_{!}_{s14}_could_not_ {!}_{s14}_could_not_send_a_patrol_from_{s15}_to_patrol_around_{s13}
qstr_00000007840d824225e2 00000007840d824225e2a6129d51630a00000000000ac99d0000000000000000
qstr_000000078b052189229d 000000078b052189229dae5052a23b1b00000000000cb29b0000000000000000
qstr_00000007ba0d94cf48e4 00000007ba0d94cf48e46eb2d18aa6db000000000009d6ec0000000000000000
qstr_000000079810d251271a 000000079810d251271ab34535b5ac9b00000000001ecd150000000000000000
qstr_000000078a0595924903 000000078a059592490357da6496c62900000000001da75b0000000000000000
qstr_00000007a200d4814692 00000007a200d48146928e3a5a892b1d000000000009bd720000000000000000
qstr_00000007b504b4c44295 00000007b504b4c44295ceb52471c6dc00000000001e56a20000000000000000
qstr_00000007930ce1443b5a 00000007930ce1443b5a39c92392559d00000000000fc6dc0000000000000000
qstr_000000079f0852cd46d4 000000079f0852cd46d49512e59aa60c000000000010b51e0000000000000000
qstr_00000007b90d354126a3 00000007b90d354126a36acd5b6ed2e300000000001d449c0000000000000000
qstr_00000007950c735036d4 00000007950c735036d44ed861cdd4e400000000001d48dd0000000000000000
qstr_000000078211450a58dd 000000078211450a58dd30cd2156e645000000000005556b0000000000000000
qstr_000000078c04f3c3372b 000000078c04f3c3372bb26a9e7534d50000000000064b0b0000000000000000
qstr_0x0000000a4d0083ca3c 0x0000000a4d0083ca3cab4767252a4b1100000000001ec9750000000000000000
qstr_dplmc_appoint_chambe dplmc_appoint_chamberlain:_Issue_with_culture_of_player_faction_detected.
qstr_000000078d0061ce559b 000000078d0061ce559b8dc315c4bace000000000014a4f60000000000000000
qstr_00000007bb0980cb6f14 00000007bb0980cb6f1451d6d46cb4e1000000000018d6e20000000000000000
qstr_000000079d0000c868db 000000079d0000c868db8ecc72c6269b00000000000a14cd0000000000000000
qstr_000000078e004351472d 000000078e004351472d93389e49d6eb00000000001142ed0000000000000000
qstr_000000078c1195083554 000000078c1195083554a8c4d3d1270d0000000000129ca50000000000000000
qstr_00000007a60825503914 00000007a60825503914ce59248b54940000000000119b630000000000000000
qstr_000000079600b4043965 000000079600b404396565c7ab2a426d00000000001dd7230000000000000000
qstr_000000079f0da5092a7c 000000079f0da5092a7c724cd2b3366d00000000001249240000000000000000
qstr_00000007930c14ce49a9 00000007930c14ce49a94d56656aa9e30000000000121b2a0000000000000000
qstr_00000007ac0541cf68e5 00000007ac0541cf68e54e17ab92b51a00000000000e591d0000000000000000
qstr_00000007a409554a291b 00000007a409554a291b4db2b38e546300000000001cbce20000000000000000
qstr_00000007a411a1c036d2 00000007a411a1c036d245a76431b71a00000000001de4f00000000000000000
qstr_00000007b904718e6713 00000007b904718e6713863c9571ab11000000000012a39c0000000000000000
qstr_0x0000000a640c94c939 0x0000000a640c94c9395c16325bd9d51200000000001db76d0000000000000000
qstr_dplmc_appoint_chance dplmc_appoint_chancellor:_Issue_with_culture_of_player_faction_detected.
qstr_000000007b00442044af 000000007b00442044af4c8cb9bb6c653000000000011c2e50000000000000000
qstr_000000007be0c140432d 000000007be0c140432dd31c66b0924dc00000000001204e20000000000000000
qstr_0000000078a0d148868c 0000000078a0d148868ca6a38d5b5b514000000000005acd50000000000000000
qstr_00000000786058585195 0000000078605858519558d94eb6e265b00000000001237310000000000000000
qstr_000000007800c3592429 000000007800c3592429b8957608e231300000000001e49310000000000000000
qstr_000000007a3004581446 000000007a3004581446ac6c72c89949b000000000009a5430000000000000000
qstr_000000007ba00648432e 000000007ba00648432e24d4d15aa16d300000000000647630000000000000000
qstr_000000007bf04058436d 000000007bf04058436d4b1d74433432f00000000001cd5230000000000000000
qstr_000000007bf0911415a9 000000007bf0911415a91d723339229a100000000001dbd0d0000000000000000
qstr_000000007b000b18f292 000000007b000b18f2924aad8d465b74900000000001eab5d0000000000000000
qstr_0000000078409404829a 0000000078409404829ac2e48ed9254ee00000000001a398d0000000000000000
qstr_000000007b20d5350147 000000007b20d53501475b944e429cc6500000000000db6a30000000000000000
qstr_000000007b4107109199 000000007b4107109199c43669b36267b00000000001e18d40000000000000000
qstr_0x0000000a7f04510c54 0x0000000a7f04510c54e5d24d13ac96ee00000000001f174b0000000000000000
qstr_dplmc_appoint_consta dplmc_appoint_constable:_Issue_with_culture_of_player_faction_detected.
qstr_{!}{s6}_of_the_{s5}_ {!}{s6}_of_the_{s5}_retains_the_remaining_{reg0}_denars_(dplmc_faction_leader_splits_gold)
qstr_{s4}_has_returned_fr {s4}_has_returned_from_exile,_seeking_refuge_with_{s6}_of_{s5}.
qstr_{s4}_has_been_grante {s4}_has_been_granted_a_pardon_by_{s6}_of_{s5}_and_has_returned_from_exile.
qstr_{!}DEBUG_:_failure_i {!}DEBUG_:_failure_in_dplmc_lord_return_from_exile((s5},_{s7})
qstr_Divine_Caesar Divine_Caesar
qstr_my_love my_love
qstr_{!}_ERROR:_called_sc {!}_ERROR:_called_script_dplmc-store-troop-is-female-reg_with_bad_argument_{reg4}
qstr_You_sold_{reg1}_{reg You_sold_{reg1}_{reg3?items:item}_to_{s0}_and_gained_{reg0}_{reg3?denars:denar}.
